ipc-lockup-overlay href,ipc-title-link-wrapper href,ipc-title__text,ipc-inline-list__item,ipc-inline-list__item (2),ipc-inline-list__item (3),sc-9fe7b0ef-0,metacritic-score-label,ipc-rating-star--rating,ipc-rating-star--voteCount,ipc-html-content-inner-div,sc-35f5f4fb-3,ipc-link href,ipc-link,sc-35f5f4fb-3 (2),ipc-link href (2),ipc-link (2),ipc-link href (3),ipc-link (3),ipc-link href (4),ipc-link (4),ipc-html-content-inner-div (2),ipc-link href (5),ipc-link (5),ipc-link href (6),ipc-link (6)
https://www.imdb.com/title/tt15567174/?ref_=ls_i_79,https://www.imdb.com/title/tt15567174/?ref_=ls_t_79,79. The Fall of the House of Usher,2023,TV-MA,TV Mini Series,,,7.9,(135K),"The children of Roderick Usher, a CEO of a corrupt pharmaceutical company, begin to die in mysterious, brutal ways.",Creator,https://www.imdb.com/name/nm1093039/?ref_=ls_li_1_1,Mike Flanagan,Stars,https://www.imdb.com/name/nm0001303/?ref_=ls_li_2_1,Carla Gugino,https://www.imdb.com/name/nm0339304/?ref_=ls_li_2_2,Bruce Greenwood,https://www.imdb.com/name/nm0001521/?ref_=ls_li_2_3,Mary McDonnell,It is not up their with other Flanagan‘s work but it comes in flying for that number three spot easily. This is a fast pace high octane fuel amount of fun. Which is something different from the more recent outings than he has delivered. Even different from the what other Edgar Allen Poe adaptations have been. This is a fun scary story that showed a different side of his work and a very welcome one to show a different side of him. And this is a great cast to go into that direction.,,,,
https://www.imdb.com/title/tt14452776/?ref_=ls_i_80,https://www.imdb.com/title/tt14452776/?ref_=ls_t_80,80. The Bear,2022–2026,TV-MA,TV Series,,,8.5,(308K),A young chef from the fine dining world returns to Chicago to run his family's sandwich shop.,Creator,https://www.imdb.com/name/nm3846239/?ref_=ls_li_1_1,Christopher Storer,Stars,https://www.imdb.com/name/nm2087739/?ref_=ls_li_2_1,Jeremy Allen White,https://www.imdb.com/name/nm0609114/?ref_=ls_li_2_2,Ebon Moss-Bachrach,https://www.imdb.com/name/nm8731249/?ref_=ls_li_2_3,Ayo Edebiri,"Season 2: or even part 2 which is a better explanation of why this show works as an overall achievement of how to construct this long running story across 18 episodes. It is something that I have been waiting for. You look at all the shows that ended this year. Ted Lasso, Mrs. Masel, Barry, and Succession. Some succeed more than others but here is a show that spans across a singular story that just show happens to keep going. Filled with so much heart, humor and overall excitement to see good hard working people be successful. It might drive some of us to reach that potential.

10/10",,,,
https://www.imdb.com/title/tt11737520/?ref_=ls_i_81,https://www.imdb.com/title/tt11737520/?ref_=ls_t_81,81. One Piece,2023–,TV-14,TV Series,,,8.3,(205K),"With his straw hat and ragtag crew, young pirate Monkey D. Luffy goes on an epic voyage for treasure.",Creators,https://www.imdb.com/name/nm0535348/?ref_=ls_li_1_1,Steven Maeda,Stars,https://www.imdb.com/name/nm8473934/?ref_=ls_li_1_2,Matt Owens,https://www.imdb.com/name/nm7838852/?ref_=ls_li_2_1,Iñaki Godoy,https://www.imdb.com/name/nm6185683/?ref_=ls_li_2_2,Emily Rudd,"A huge surprise. As a simple enjoyer of the anime, One Piece, I invested in this one mainly because the lead is a Mexican but also I really do like this story. I love pirates and I was in desperate need of a swashbuckling adventure with some old school tropes that work so damn well. It is just so well put together that I haven’t batted an eye or even since at some creative decisions. Unlike the Cowboy Bebop live action failed so miserably.

9/10",https://www.imdb.com/name/nm5018289/?ref_=ls_li_2_3,Mackenyu,,
https://www.imdb.com/title/tt13918776/?ref_=ls_i_82,https://www.imdb.com/title/tt13918776/?ref_=ls_t_82,82. The Night Agent,2023–,TV-MA,TV Series,,,7.4,(160K),"Low-level FBI agent Peter Sutherland works in the basement of the White House manning a phone that never rings - until the night it does, propelling him into a conspiracy that leads all the way to the Oval Office.",Creator,https://www.imdb.com/name/nm0752841/?ref_=ls_li_1_1,Shawn Ryan,Stars,https://www.imdb.com/name/nm2773059/?ref_=ls_li_2_1,Gabriel Basso,https://www.imdb.com/name/nm6826652/?ref_=ls_li_2_2,Fola Evans-Akingbola,https://www.imdb.com/name/nm4578161/?ref_=ls_li_2_3,Luciane Buchanan,"It’s actually quite good. A fun keep you on your toes type of action thriller with enough here to warrant a second go around. It is not too much padding to fill the 10 episodes and each character is given enough for us to care about these people. Even the bad ones. Like holy crap these are some evil people and I’m glad to see their demise.

8/10",,,,
https://www.imdb.com/title/tt2403776/?ref_=ls_i_83,https://www.imdb.com/title/tt2403776/?ref_=ls_t_83,83. Shadow and Bone,2021–2023,TV-14,TV Series,,,7.5,(125K),Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,Creator,https://www.imdb.com/name/nm2104063/?ref_=ls_li_1_1,Eric Heisserer,Stars,https://www.imdb.com/name/nm9438171/?ref_=ls_li_2_1,Jessie Mei Li,https://www.imdb.com/name/nm1602660/?ref_=ls_li_2_2,Ben Barnes,https://www.imdb.com/name/nm8850556/?ref_=ls_li_2_3,Archie Renaux,"Kaz, Inej, and Jesper are still my favorite characters however at least this time both Alina and Malyen are actually a couple. No more love triangle and no more friend zone. Homie is in it to win it. So the show is still a fast beating heart that has no purpose in stopping. Which I’m glad this season two hasn’t missed a beat. I enjoyed the hell out of season 1 and I’m having a blast with the newest season but bring on that spinoff.

Season 2: 9/10",,,,
https://www.imdb.com/title/tt5626028/?ref_=ls_i_84,https://www.imdb.com/title/tt5626028/?ref_=ls_t_84,84. My Hero Academia,2016–2025,TV-14,TV Series,,,8.2,(119K),"A superhero-admiring boy enrolls in a prestigious hero academy and learns what it really means to be a hero, after the strongest superhero grants him his own powers.",Creator,https://www.imdb.com/name/nm9484837/?ref_=ls_li_1_1,Kôhei Horikoshi,Stars,https://www.imdb.com/name/nm5693918/?ref_=ls_li_2_1,Daiki Yamashita,https://www.imdb.com/name/nm5211370/?ref_=ls_li_2_2,Justin Briner,https://www.imdb.com/name/nm2462004/?ref_=ls_li_2_3,Nobuhiko Okamoto,"Season 6 part 2:

It is just amazing. Why can’t more superhero properties be more like this? It really sucks that we can’t get this level of sophistication of what it means to carry that word hero. This is one of my favorite show. Forget anime or superhero story but this is by far singlehanded one of the best superhero stories ever put in front of us. This is phenomenal.

Season 6: 10/10",,,,
https://www.imdb.com/title/tt10986410/?ref_=ls_i_85,https://www.imdb.com/title/tt10986410/?ref_=ls_t_85,85. Ted Lasso,2020–,TV-MA,TV Series,,,8.7,(441K),"American college football coach Ted Lasso is hired to manage AFC Richmond, a struggling English soccer club, and must win over skeptical players, staff, and fans.",Creators,https://www.imdb.com/name/nm0837177/?ref_=ls_li_1_1,Jason Sudeikis,Stars,https://www.imdb.com/name/nm0402360/?ref_=ls_li_1_2,Brendan Hunt,https://www.imdb.com/name/nm1918708/?ref_=ls_li_1_3,Joe Kelly,https://www.imdb.com/name/nm1821446/?ref_=ls_li_2_1,Hannah Waddingham,This show is great.,https://www.imdb.com/name/nm0402360/?ref_=ls_li_2_2,Brendan Hunt,https://www.imdb.com/name/nm0837177/?ref_=ls_li_2_3,Jason Sudeikis
https://www.imdb.com/title/tt5348176/?ref_=ls_i_86,https://www.imdb.com/title/tt5348176/?ref_=ls_t_86,86. Barry,2018–2023,TV-MA,TV Series,,,8.3,(142K),A hit man from the Midwest moves to Los Angeles and gets caught up in the city's theatre arts scene.,Creators,https://www.imdb.com/name/nm0073688/?ref_=ls_li_1_1,Alec Berg,Stars,https://www.imdb.com/name/nm0352778/?ref_=ls_li_1_2,Bill Hader,https://www.imdb.com/name/nm0352778/?ref_=ls_li_2_1,Bill Hader,https://www.imdb.com/name/nm0740535/?ref_=ls_li_2_2,Stephen Root,Holy shit after episode 4 this where things are heating up.,https://www.imdb.com/name/nm3057022/?ref_=ls_li_2_3,Sarah Goldberg,,
https://www.imdb.com/title/tt11712058/?ref_=ls_i_87,https://www.imdb.com/title/tt11712058/?ref_=ls_t_87,87. Mayor of Kingstown,2021–,TV-MA,TV Series,,,8.2,(72K),"The McLusky family are power brokers tackling themes of systemic racism, corruption and inequality in Kingstown, Michigan, where the business of incarceration is the only thriving industry.",Creators,https://www.imdb.com/name/nm0792263/?ref_=ls_li_1_1,Taylor Sheridan,Stars,https://www.imdb.com/name/nm0227003/?ref_=ls_li_1_2,Hugh Dillon,https://www.imdb.com/name/nm0719637/?ref_=ls_li_2_1,Jeremy Renner,https://www.imdb.com/name/nm0227003/?ref_=ls_li_2_2,Hugh Dillon,"Season 2 is just as good. I love this show. I’m not vibing too well with the Yellowstone franchise but these others, this one and Tulsa King are right up my alley.",https://www.imdb.com/name/nm8633614/?ref_=ls_li_2_3,Tobi Bamtefa,,
https://www.imdb.com/title/tt11691774/?ref_=ls_i_88,https://www.imdb.com/title/tt11691774/?ref_=ls_t_88,88. Only Murders in the Building,2021–,TV-MA,TV Series,,,8.0,(203K),"Charles, Oliver and Mabel, three eccentric neighbors, find purpose and chaos in solving murders that hit close to home through their true-crime podcast, turning their New York apartment building into a playground of mystery and mischief.",Creators,https://www.imdb.com/name/nm0388971/?ref_=ls_li_1_1,John Hoffman,Stars,https://www.imdb.com/name/nm0000188/?ref_=ls_li_1_2,Steve Martin,https://www.imdb.com/name/nm0000188/?ref_=ls_li_2_1,Steve Martin,https://www.imdb.com/name/nm0001737/?ref_=ls_li_2_2,Martin Short,Season 3 is a little set back based off of comedy and investigation that are not that interesting as the first and second season. But Selena Gomez never looked better.,https://www.imdb.com/name/nm1411125/?ref_=ls_li_2_3,Selena Gomez,,
https://www.imdb.com/title/tt2085059/?ref_=ls_i_89,https://www.imdb.com/title/tt2085059/?ref_=ls_t_89,89. Black Mirror,2011–,TV-MA,TV Series,,,8.7,(736K),"Featuring stand-alone dramas -- sharp, suspenseful, satirical tales that explore techno-paranoia -- ""Black Mirror"" is a contemporary reworking of ""The Twilight Zone"" with stories that tap into the collective unease about the modern world.",Creator,https://www.imdb.com/name/nm0111765/?ref_=ls_li_1_1,Charlie Brooker,Stars,https://www.imdb.com/name/nm4696728/?ref_=ls_li_2_1,Anjana Vasan,https://www.imdb.com/name/nm2129662/?ref_=ls_li_2_2,Cristin Milioti,https://www.imdb.com/name/nm0687146/?ref_=ls_li_2_3,Jesse Plemons,"Black Mirror is my favorite show of all time and even with 3 episodes for season 5 I was still able to say that Black Mirror never left. I have loved all seasons and put them in the highest regard when it comes to storytelling, acting, brilliant characters with layers upon layers of examining our truest intentions. This season however sucks sick and balls. And I’m not going to fully go all film student with this season because honestly this season doesn’t deserve an hour long explanation of why this season sucks. It just feels empty up to a point where it becomes degrading of what came before it. Especially with its last episode. The last two are not even Black Mirror episodes and yes I can hear you all say people don’t like change or anything different. Fine it that is narrative you want to take then go right ahead because these last episodes are by far the worst episodes to come out of Black Mirror. The rest of the four are fine but none of them are making my top ten or even 15.

Season 6: 6/10 still including it here because I still love the shit out of the show and I’m fully on board for another season. I still believe that Black Mirror is the best anthology show out there among being my favorite show of all time.",,,,
https://www.imdb.com/title/tt19854762/?ref_=ls_i_90,https://www.imdb.com/title/tt19854762/?ref_=ls_t_90,90. Hijack,2023–,TV-MA,TV Series,,,7.3,(92K),"Sam Nelson, a master negotiator, faces a series of life-or-death situations where his skills of persuasion are his only means of survival.",Creators,https://www.imdb.com/name/nm1637768/?ref_=ls_li_1_1,Jim Field Smith,Stars,https://www.imdb.com/name/nm0443047/?ref_=ls_li_1_2,George Kay,https://www.imdb.com/name/nm0252961/?ref_=ls_li_2_1,Idris Elba,https://www.imdb.com/name/nm0066586/?ref_=ls_li_2_2,Max Beesley,Damn they drop the ball big time at the last episode. I was enjoying the crap out of this for a while but it sadly turns into lunacy to the point where I couldn’t take any of this seriously.,https://www.imdb.com/name/nm0010837/?ref_=ls_li_2_3,Christine Adams,,
https://www.imdb.com/title/tt7335184/?ref_=ls_i_91,https://www.imdb.com/title/tt7335184/?ref_=ls_t_91,91. You,2018–2025,TV-MA,TV Series,,,7.6,(367K),A charming and intense young man inserts himself into the lives of women who fascinate him.,Creators,https://www.imdb.com/name/nm0075528/?ref_=ls_li_1_1,Greg Berlanti,Stars,https://www.imdb.com/name/nm1571148/?ref_=ls_li_1_2,Sera Gamble,https://www.imdb.com/name/nm0046112/?ref_=ls_li_2_1,Penn Badgley,https://www.imdb.com/name/nm6442992/?ref_=ls_li_2_2,Victoria Pedretti,"Season 4- it is a little chaotic and all over the place but this first part of the final season is a good start up and hoping to see what else is in store.

Season 4 part 1: 7.5/10

Part 2 is actually some of the best the bad guy is the main character I have ever seen. All of you can say that this show glamorizes murder or stalking or all that bull crap but this part totally signifies that Joe is an insane psychopath but he is aware of that and he will do everything he can to not let anyone take that away from him. It is supposed to gear us up into really hating him pass beyond the obvious. Like this guy knows what he is doing is wrong and he is no longer doing it for the sake of loving. Instead now with this ending he is doing it for himself. His actions towards these people are not even on his radar he just likes killing people. And now that he knows that and fully embraces his crimes but will never pay for them makes us the audience even more excited to see this bastard put down.

9/10",https://www.imdb.com/name/nm2492359/?ref_=ls_li_2_3,Charlotte Ritchie,,
https://www.imdb.com/title/tt21047286/?ref_=ls_i_92,https://www.imdb.com/title/tt21047286/?ref_=ls_t_92,92. Resident Evil 4,2023,M,Video Game,,,9.3,(11K),"In this reimagining of the 2005 game, Leon Kennedy is sent on a mission to rescue the president's kidnapped daughter from a secluded European village where there is something terribly wrong with the locals.",Directors,https://www.imdb.com/name/nm1949238/?ref_=ls_li_1_1,Yasuhiro Anpo,Stars,https://www.imdb.com/name/nm1986334/?ref_=ls_li_1_2,Kazunori Kadoi,https://www.imdb.com/name/nm3533879/?ref_=ls_li_2_1,Nick Apostolides,https://www.imdb.com/name/nm1068777/?ref_=ls_li_2_2,Genevieve Buechner,"Not only is the best remake ever made but the OG RE4 is by far my favorite game of all time. So for me to say that this lives up to the hype and praise as the original is nothing short of amazing.

10/10",https://www.imdb.com/name/nm6268017/?ref_=ls_li_2_3,André Peña,,
